timestamp,AccX
1583482661137,-0.5818088054656982
1583482661185,-0.004788549616932869
1583482661244,-0.42378664016723633
1583482661303,0.06703969836235046
1583482661304,-0.05267404764890671
1583482661364,-0.16759923100471497
1583482661424,-0.2178790122270584
1583482661485,0.3591412305831909
1583482661544,1.7047237157821655
1583482661604,3.3902931213378906
1583482661605,3.2083282470703125
1583482661664,3.1173458099365234
1583482661665,3.287339210510254
1583482661725,2.7055306434631348
1583482661786,-0.016759924590587616
1583482661846,-1.7885233163833618
1583482661904,-2.073441982269287
1583482661965,-1.3360053300857544
1583482662025,-0.38787251710891724
1583482662085,0.7829278707504272
1583482662086,1.0798178911209106
1583482662144,1.3216396570205688
1583482662205,1.228263020515442
1583482662264,1.5059988498687744
1583482662265,1.8172545433044434
1583482662324,1.3838908672332764
1583482662385,2.042316436767578
1583482662386,2.104567527770996
1583482662444,2.698347806930542
1583482662445,2.9617178440093994
1583482662505,4.046324253082275
1583482662566,4.908263206481934
1583482662624,3.569863796234131
1583482662684,0.1652049571275711
1583482662745,-1.97048819065094
1583482662805,-3.3280420303344727
1583482662864,-4.666441440582275
1583482662925,-3.043123245239258
1583482662984,-0.29210153222084045
1583482663044,0.6105400919914246
1583482663045,1.3048797845840454
1583482663107,1.4820561408996582
1583482663164,1.7071179151535034
1583482663224,1.9776710271835327
1583482663286,3.3543789386749268
1583482663344,4.178009510040283
1583482663345,4.728692531585693
1583482663406,5.849213123321533
1583482663465,6.239480018615723
1583482663466,5.51162052154541
1583482663526,3.6704232692718506
1583482663584,0.5243461728096008
1583482663585,-0.7853221297264099
1583482663644,-2.628913640975952
1583482663645,-2.3056867122650146
1583482663707,-1.9800652265548706
1583482663765,-3.960130453109741
1583482663824,-2.846792697906494
1583482663884,1.5850099325180054
1583482663944,3.967313289642334
1583482664006,3.7063374519348145
1583482664064,2.5211713314056396
1583482664125,2.2123098373413086
1583482664184,3.478881359100342
1583482664245,5.8109049797058105
1583482664305,6.399896621704102
1583482664364,6.531581878662109
1583482664365,6.136526107788086
1583482664424,4.431802749633789
1583482664484,0.90024733543396
1583482664485,-0.3256213665008545
1583482664544,-1.8986599445343018
1583482664545,-1.5179702043533325
1583482664604,-0.8882759809494019
1583482664664,-1.3886793851852417
1583482664726,-1.0941835641860962
1583482664785,1.9728823900222778
1583482664845,4.022381782531738
1583482664904,4.594613552093506
1583482664964,4.678412914276123
1583482664965,4.0750555992126465
1583482665024,4.8220696449279785
1583482665025,5.157268047332764
1583482665084,5.2602219581604
1583482665085,5.389512538909912
1583482665145,7.233104228973389
1583482665204,8.839662551879883
1583482665264,8.188420295715332
1583482665325,4.376734256744385
1583482665385,-0.1245022863149643
1583482665444,-2.4086403846740723
1583482665445,-2.542719841003418
1583482665504,-1.9178141355514526
1583482665566,0.9864411950111389
1583482665628,6.768614768981934
1583482665684,9.284997940063477
1583482665744,6.553130149841309
1583482665804,4.668835639953613
1583482665806,4.055901527404785
1583482665864,4.070267200469971
1583482665925,3.624932050704956
1583482665984,5.559505939483643
1583482665985,7.151699066162109
1583482666045,9.531607627868652
1583482666105,8.506858825683594
1583482666164,6.368771076202393
1583482666167,5.121353626251221
1583482666226,1.9297854900360107
1583482666284,-1.1277034282684326
1583482666344,-2.1524529457092285
1583482666405,2.6121537685394287
1583482666464,7.57309103012085
1583482666465,8.571503639221191
1583482666524,7.8580098152160645
1583482666525,7.714353561401367
1583482666585,7.925049781799316
1583482666645,6.344828128814697
1583482666705,6.268211364746094
1583482666767,5.9976582527160645
1583482666826,5.523591995239258
1583482666885,7.3288750648498535
1583482666945,8.06391716003418
1583482667005,6.457359313964844
1583482667064,2.138087511062622
1583482667124,-0.2490045726299286
1583482667184,2.4708917140960693
1583482667185,3.622537851333618
1583482667245,4.800520896911621
1583482667304,6.170046329498291
1583482667305,6.663266658782959
1583482667365,6.689603805541992
1583482667425,3.6704232692718506
1583482667484,3.38071608543396
1583482667546,5.133325099945068
1583482667604,5.894704341888428
1583482667664,5.5810546875
1583482667725,3.9840731620788574
1583482667784,4.309694766998291
1583482667844,4.525179386138916
1583482667847,3.445361375808716
1583482667906,3.407052993774414
1583482667964,4.216318130493164
1583482668025,3.6129605770111084
1583482668084,4.060689926147461
1583482668147,3.1388943195343018
1583482668148,3.4908525943756104
1583482668205,3.3711390495300293
1583482668264,1.1588289737701416
1583482668265,-0.6225114464759827
1583482668325,-1.3048797845840454
1583482668385,5.887521743774414
1583482668444,4.185192584991455
1583482668445,4.472505569458008
1583482668504,4.575459003448486
1583482668565,4.7909440994262695
1583482668624,4.2642035484313965
1583482668625,4.103786945343018
1583482668684,5.34162712097168
1583482668685,5.104593753814697
1583482668744,4.767001152038574
1583482668805,4.336031913757324
1583482668864,1.862745761871338
1583482668925,1.1229149103164673
1583482668984,0.5004034638404846
1583482669044,4.472505569458008
1583482669105,10.448615074157715
1583482669166,8.403904914855957
1583482669167,6.478907585144043
1583482669227,4.376734256744385
1583482669284,6.428627967834473
1583482669344,7.57309103012085
1583482669345,5.71273946762085
1583482669404,4.745452880859375
1583482669466,6.845231533050537
1583482669525,7.31211519241333
1583482669585,9.25387191772461
1583482669645,12.146156311035156
1583482669706,12.376006126403809
1583482669765,12.031230926513672
1583482669824,10.04158878326416
1583482669825,10.407912254333496
1583482669886,5.933012962341309
1583482669944,3.2777621746063232
1583482670004,3.8236567974090576
1583482670064,10.558752059936523
1583482670124,15.739962577819824
1583482670125,16.08713150024414
1583482670186,14.071152687072754
1583482670245,14.035239219665527
1583482670304,16.69527816772461
1583482670364,16.08713150024414
1583482670424,16.233182907104492
1583482670425,15.890801429748535
1583482670484,13.8628511428833
1583482670545,11.011269569396973
1583482670546,11.011269569396973
1583482670604,10.99211597442627
1583482670664,7.877163887023926
1583482670665,8.964164733886719
1583482670725,9.7016019821167
1583482670784,4.8531951904296875
1583482670785,4.082238674163818
1583482670845,3.9218220710754395
1583482670846,4.187586784362793
1583482670905,4.194769382476807
1583482670965,7.494080066680908
1583482671024,9.885960578918457
1583482671085,12.699234008789062
1583482671145,15.486169815063477
1583482671205,14.5045166015625
1583482671264,14.24354076385498
1583482671323,13.360053062438965
1583482671324,13.597086906433105
1583482671386,13.740742683410645
1583482671445,15.354484558105469
1583482671505,14.291426658630371
1583482671564,10.771842002868652
1583482671565,10.446221351623535
1583482671624,9.881172180175781
1583482671625,9.605830192565918
1583482671684,8.904308319091797
1583482671687,8.363202095031738
1583482671745,8.344047546386719
1583482671804,6.565101623535156
1583482671805,6.249057292938232
1583482671864,6.634535312652588
1583482671926,3.124528646469116
1583482671984,10.790996551513672
1583482672044,12.09348201751709
1583482672045,11.535615921020508
1583482672105,10.489317893981934
1583482672106,10.49171257019043
1583482672165,12.016865730285645
1583482672166,11.583501815795898
1583482672223,8.32249927520752
1583482672224,8.628966331481934
1583482672285,9.440625190734863
1583482672344,12.797398567199707
1583482672345,14.897177696228027
1583482672419,12.344881057739258
1583482672464,10.788601875305176
1583482672466,11.23154354095459
1583482672523,9.986519813537598
1583482672524,10.216370582580566
1583482672584,8.997684478759766
1583482672644,7.913078308105469
1583482672645,7.618582248687744
1583482672707,6.134131908416748
1583482672766,4.90108060836792
1583482672767,5.648094177246094
1583482672824,6.495667457580566
1583482672884,8.016032218933105
1583482672885,8.2817964553833
1583482672945,8.533195495605469
1583482673005,9.850046157836914
1583482673065,11.068732261657715
1583482673066,11.241120338439941
1583482673124,11.619415283203125
1583482673184,10.810151100158691
1583482673246,11.123801231384277
1583482673307,11.645752906799316
1583482673364,12.184464454650879
1583482673425,15.00492000579834
1583482673484,14.29382038116455
1583482673544,14.279455184936523
1583482673545,12.859649658203125
1583482673606,13.113443374633789
1583482673664,10.551568984985352
1583482673665,9.668081283569336
1583482673724,7.996877670288086
1583482673786,5.265010356903076
1583482673844,4.467716693878174
1583482673904,4.381523132324219
1583482673965,5.353598594665527
1583482674024,6.8667802810668945
1583482674025,6.8212890625
1583482674085,8.786988258361816
1583482674086,9.215563774108887
1583482674145,12.689656257629395
1583482674204,11.463788032531738
1583482674266,8.37038516998291
1583482674328,8.396721839904785
1583482674384,7.0822649002075195
1583482674444,5.475706577301025
1583482674504,9.598648071289062
1583482674505,9.464568138122559
1583482674566,9.550762176513672
1583482674624,9.153312683105469
1583482674685,12.842889785766602
1583482674744,15.7662992477417
1583482674804,13.340899467468262
1583482674864,11.990528106689453
1583482674924,9.079090118408203
1583482674985,7.309720993041992
1583482675044,5.913858890533447
1583482675045,5.274587631225586
1583482675104,4.77178955078125
1583482675105,4.4485626220703125
1583482675165,4.747847080230713
1583482675166,5.241067409515381
1583482675225,6.9912824630737305
1583482675226,6.957762718200684
1583482675284,8.233911514282227
1583482675344,11.004087448120117
1583482675404,10.80296802520752
1583482675405,12.97218132019043
1583482675464,12.443046569824219
1583482675465,11.868420600891113
1583482675524,13.082317352294922
1583482675525,14.047210693359375
1583482675528,14.576345443725586
1583482675584,14.538036346435547
1583482675585,13.798205375671387
1583482675645,14.406351089477539
1583482675704,10.118205070495605
1583482675705,9.268238067626953
1583482675765,9.124581336975098
1583482675766,8.54277229309082
1583482675825,7.436617374420166
