timestamp,AccX
1583482675884,8.818114280700684
1583482675944,8.983319282531738
1583482676005,7.599428176879883
1583482676064,6.912271499633789
1583482676065,6.948185443878174
1583482676124,7.288172721862793
1583482676125,8.154899597167969
1583482676185,6.538764476776123
1583482676245,7.149304389953613
1583482676304,8.190814018249512
1583482676364,7.893924236297607
1583482676424,6.1508917808532715
1583482676486,7.527599811553955
1583482676546,7.862798690795898
1583482676604,9.069513320922852
1583482676605,9.481328010559082
1583482676665,10.170879364013672
1583482676726,11.26266860961914
1583482676784,12.486143112182617
1583482676846,11.028029441833496
1583482676904,7.084659099578857
1583482676964,5.669642925262451
1583482677025,5.616968631744385
1583482677084,6.7087578773498535
1583482677144,6.203566074371338
1583482677145,5.887521743774414
1583482677205,6.668055534362793
1583482677264,8.698400497436523
1583482677325,10.470163345336914
1583482677384,11.504490852355957
1583482677385,11.638569831848145
1583482677444,12.680079460144043
1583482677447,12.330514907836914
1583482677505,10.968173027038574
1583482677565,9.294574737548828
1583482677624,8.705583572387695
1583482677625,9.217958450317383
1583482677685,10.415095329284668
1583482677744,12.419103622436523
1583482677745,13.178088188171387
1583482677805,13.685674667358398
1583482677865,15.112662315368652
1583482677925,14.559585571289062
1583482677984,12.098270416259766
1583482677986,11.04478931427002
1583482678044,9.33288288116455
1583482678045,9.117398262023926
1583482678104,7.860404014587402
1583482678105,6.2155375480651855
1583482678167,5.70076847076416
1583482678224,3.725491523742676
1583482678284,2.6887705326080322
1583482678346,2.6839821338653564
1583482678404,0.6775797605514526
1583482678405,1.7190892696380615
1583482678466,1.2976969480514526
1583482678525,1.1731946468353271
1583482678584,0.8906702399253845
1583482678644,-0.31125572323799133
1583482678645,-0.1652049571275711
1583482678705,0.4261809289455414
1583482678765,0.24661029875278473
1583482678825,1.8842942714691162
